,source_id,ra,dec,parallax,pmra,pmdec,phot_g_mean_mag,bp_rp,dist
0,2345293795656501504,13.174980013438113,-25.40741716691862,0.1376110603253585,-0.5446999040750443,-8.419846640636475,19.291046,0.88851166,0.015150823496925167
1,2345293903031086848,13.187692523619901,-25.391946860490147,2.0059212107476627,7.066472942473056,-10.773628605441361,16.52652,1.752634,0.025553731279501873
2,2345287890076872960,13.155948033859762,-25.428483323570838,0.3613679956535968,-1.9486402970245598,-6.943517210364982,16.779613,0.89393806,0.030539940624809008
3,2345287679623048320,13.162678657164673,-25.44206622227294,0.7391186274964511,7.334836846427645,-13.28191832843827,18.07287,1.8602295,0.03325653072637862
4,2345287645263310080,13.154247577851741,-25.44232138631402,0.05586533242216489,0.1330305956650868,-46.36532929017566,19.304785,1.6262016,0.03896075355570393
5,2345287649559013504,13.158609968356279,-25.449007843322157,0.31775682166313407,13.478262026773145,-4.869344833869286,19.960657,1.1907711,0.040907726680952015
6,2345294379772082560,13.189689143724397,-25.370768657510894,0.4390965033481244,2.1260681394236416,-6.143082636060196,19.593542,0.8886776,0.04677316943137308
7,2344536957994818176,13.18119493099654,-25.466701802709093,1.7299449290389868,32.8822009913591,-13.839702055252921,15.186397,1.2964516,0.04953013725790852
8,2345287924436920192,13.133401381197848,-25.432529854847573,0.13314955740106588,1.0464171990109752,-1.1211765728501484,17.63578,1.1607552,0.051118527264558254
9,2345294585930497792,13.133925633349373,-25.39154618542301,0.43036808030492785,6.266151343823974,-5.778792797143696,19.451935,0.7846737,0.054914118934881746
10,2344543344611159168,13.252004711210533,-25.41582609414431,1.027809762089751,6.125362241617728,-4.659240246891299,20.066282,0.8562851,0.05828537404022762
11,2344542726135663104,13.24276220985716,-25.452474163811594,0.842236100636647,1.8841812257032626,-13.184173132466869,20.147715,0.8639889,0.06094081477921209
12,2345287546479489536,13.140699506258393,-25.463055385240278,1.317236986420965,-10.414538343531987,-16.992980811945706,14.387419,0.9611902,0.062140202007445224
13,2345287473464604544,13.143379932201366,-25.466849080597076,0.44026602192694014,14.69022634989666,1.5745120155056962,18.783993,1.3200665,0.06342443255549368
14,2344542519977229952,13.224158318753565,-25.472948930966265,2.728661374472285,31.218864169541593,3.7122117369959,18.630404,3.0008507,0.06457823278326814
15,2344543142747724160,13.261926828306605,-25.42090689263657,1.7498463470392818,40.53776976892252,-9.971908348593931,12.827758,0.6639786,0.0673079540091248
16,2345287821357396096,13.116944285845152,-25.444918704904513,1.1788230390573224,29.31426377304162,-1.2317835162482778,14.837572,0.9550266,0.069367806609186
17,2345295174340752768,13.195027838823394,-25.34726718683616,1.8718095274228925,-2.977618170559472,-9.612574637006723,20.27733,1.7737484,0.07056134737880822
18,2344543383265892608,13.2631426869164,-25.399056484719303,0.9841301913793957,28.333480059376154,-4.109011518739466,17.6972,1.6417866,0.07077152037330083
19,2345294895168164352,13.136048341048397,-25.362175745583215,2.209320630867592,21.980434205074182,-11.651043459712703,18.546602,2.3482914,0.07225891189439397
20,2344536683116911488,13.193563193406645,-25.490742236597143,1.9054434047102542,-3.9690320534681813,-2.0776914184008914,13.410315,0.8799381,0.07344655792486489
21,2345288744774957440,13.105617593857726,-25.41442414517963,0.7403027599326383,2.372461636892778,-2.5124123468285564,18.692781,1.8245144,0.07402141256102077
22,2344542691775925376,13.262689391235192,-25.447793400354005,6.123488302272347,59.677178936943484,-17.037339521832315,18.292164,3.2456856,0.07435378880205454
23,2345294860808420992,13.119955550268974,-25.36897518669394,0.9956538122237372,17.576074117170986,-5.455344618972788,19.497229,2.390192,0.07796113988768355
24,2345295036902452224,13.146467496768675,-25.348796766530477,1.2012377339584623,-1.275741780232892,-9.881712245681939,14.425682,0.8730831,0.07806672815076045
25,2345294521505712512,13.222827810878172,-25.34619412933779,0.5850231663478298,-8.680106083697815,-6.35412413796959,20.039211,2.6186886,0.07812338858317504
26,2344536648757173376,13.218843102614642,-25.49153597397851,0.04148116234567511,1.8169157973798016,-2.3759930969072154,14.5341425,1.3112373,0.07926061443970592
27,2345287786997657472,13.103116313273953,-25.44092237419746,0.5156611136130141,-0.8802788351323854,-11.155466868664517,14.233116,1.049902,0.07972648322109072
28,2345295002542713728,13.130660923893323,-25.35506605626365,2.3096509752416474,0.7295222967224306,-1.457470641886557,15.839518,1.6764011,0.08083859718455133
29,2345288641695744512,13.09760133936503,-25.41049043310448,2.4410806017972,13.819333119622371,24.175748842024937,18.235731,2.5034466,0.08150120076087596
30,2345287782702261248,13.101446301550816,-25.44677825125816,0.644588420092463,-1.1774471695105215,-7.481233652991202,19.563328,0.643734,0.08304684598595696
31,2344541905796386816,13.263723830874008,-25.46537711800392,1.2343015897693523,22.091954826131342,-7.307882086702092,19.254047,2.116806,0.08384547538137146
