solution_id,DESIGNATION,SOURCE_ID,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot,dist
1636148068921376768,Gaia DR3 2814893910504288256,2814893910504288256,195843926,2016.0,346.68200872956197,33.781944,12.774949858469348,11.769677,,,,,,,,,-0.9765396,,,,,,,,,,58,0,54,4,1.9125112,69.630005,12.24688,18.654436,3,False,,,,,,,,,7,7,69.38864,7,1,0,0.5069952,58.367165,0,0,,0.10999854,0.7565399,0.3212282,0.65758586,-96.74851,12.649463,-48.25624,20.755564,False,54,86.32009656080854,3.9579759,21.809153,20.847088,6,59.82265023504344,18.742699,3.1917841,20.896378,6,84.53928679469061,4.584033,18.44212,19.930248,1.6724024,0,0,0,0,0,0.9661293,0.049289703,0.9168396,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,87.10220432883949,-42.69570541629085,352.90290154684453,16.991950447540844,False,False,0,False,False,False,False,False,False,False,False,0.013692026,0.00020448292,0.9857205,,,,,,,,,,,,,,,,,,,,,,,0.006092436586180121
1636148068921376768,Gaia DR3 2814893807425388032,2814893807425388032,121494490,2016.0,346.6875669145295,0.3576652,12.765548460107766,0.3262236,0.5570051248901906,0.4083701,1.3639714,1.3861239,1.19162051429873,0.44803792,-0.7080818554143233,0.39146087,0.17116602,0.17355111,-0.28639266,-0.08685285,0.010149169,-0.046928324,0.16824612,-0.14479853,-0.18818298,0.22165565,177,0,175,2,1.1516762,201.0253,1.087107,1.4916021,31,False,1.4994919,,,,,,,,20,13,0.6651727,26,8,0,0.06908799,69.270035,0,0,1.0611036,0.09840986,0.18425874,0.11933482,0.75616056,-126.4915,-16.25794,-55.720222,22.387703,False,226,290.4149682420445,1.2223042,237.5963,19.52982,21,138.391032221816,8.392267,16.490303,19.985773,23,202.70444571626012,7.982309,25.394213,18.980738,1.1745107,0,3,0,3,0,1.0050354,0.4559536,0.5490818,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,87.10160593696838,-42.70654870373235,352.90410580593294,16.981159534301014,False,False,0,False,False,False,False,False,False,False,False,0.0063729556,1.4193712e-07,0.9936232,,,,,,,,,,,,,,,,,,,,,,,0.00635322994266215
1636148068921376768,Gaia DR3 2814893841785161344,2814893841785161344,1286491400,2016.0,346.6932525779167,0.6202881,12.768733284835367,0.592192,-0.2431788262209845,0.661239,-0.3677624,2.4468987,2.2875768314144276,0.84681284,-0.8685077661663133,0.7350776,0.33637765,0.21179439,-0.47820655,-0.21234192,0.0696671,-0.16922034,0.062342856,-0.074817866,-0.06562011,0.42894447,160,0,159,1,-0.6617465,148.32034,0.0,1.624761e-15,95,False,,1.6410722,0.17038746,0.0707315,0.12953556,0.06875133,-0.16298744,-0.077902585,18,12,1.3556643,19,7,0,0.060478866,59.747726,0,0,0.9602598,0.11071107,0.19538988,0.11102165,0.73321116,-117.41483,-31.808651,-51.94752,23.036402,False,163,138.6615994265301,0.96767896,143.29298,20.332476,13,69.44867855070387,8.137136,8.534781,20.734383,17,82.00732944195606,7.07875,11.585001,19.963264,1.0922707,0,0,0,0,0,0.77111816,0.40190697,0.3692112,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,87.11030032115448,-42.70681810877448,352.91075536732586,16.981827519497074,False,False,0,False,False,False,False,False,False,False,False,0.004298306,2.1291477e-07,0.9956994,,,,,,,,,,,,,,,,,,,,,,,0.006513207632409109
1636148068921376768,Gaia DR3 2814893910504673280,2814893910504673280,1344987429,2016.0,346.68082564329774,1.1123997,12.7730143981648,0.987406,0.7587179281750682,1.3304505,0.57027143,1.1895956,1.1895601833077725,1.7404703,0.009174781104385226,1.3812052,0.23241237,0.5081266,-0.4599601,-0.34383357,0.09550012,-0.23146763,-0.008453144,-0.47349668,-0.3848643,0.49465564,96,0,96,0,0.54724026,99.533585,0.0,0.0,95,False,,1.8306321,0.34254143,0.072897956,0.25502005,0.15391305,-0.35126266,-0.16337718,11,10,2.8029382,11,4,0,0.11846719,58.175053,1,0,1.0373135,0.33519796,0.08613632,0.32401744,0.8291256,-76.59901,-42.973175,56.225815,21.301722,False,93,97.06007208123731,1.0606414,91.510735,20.719765,9,60.50200543150499,10.896496,5.552428,20.884117,8,55.95801459852542,3.5863554,15.603031,20.37824,1.1998757,0,0,0,0,0,0.50587654,0.16435242,0.34152412,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,87.09947040384277,-42.69672516605432,352.90097919192937,16.990647604052608,True,False,0,False,False,False,False,False,False,False,False,0.7483737,3.9289546e-07,0.25162572,,,,,,,,,,,,,,,,,,,,,,,0.006523818739797489
1636148068921376768,Gaia DR3 2814893910504838656,2814893910504838656,141328051,2016.0,346.69066696279526,0.36402908,12.778045641866914,0.36188456,-0.25899690641754197,0.42509133,-0.60927355,1.441206,1.3238041574838066,0.46344158,-0.569751910516336,0.39409372,0.25429377,0.1714754,-0.33425105,-0.05849376,-0.122117154,-0.05918419,0.18368587,-0.16871628,-0.17524694,0.22746617,167,0,167,0,1.6344755,201.19434,0.7215864,0.52981776,95,False,,1.3702353,0.11485244,-0.16255723,-0.030960672,0.061190438,0.055174686,-0.07137501,19,12,0.6877303,25,25,0,0.05675705,75.67955,0,0,1.0903232,0.19537678,0.1649784,0.23459177,0.76220006,-108.426575,-20.202568,-55.054394,21.264446,False,215,277.9882702324933,1.0712373,259.50204,19.577301,24,131.0471713971587,8.399266,15.602217,20.044973,25,212.03783371347248,4.8396454,43.81268,18.931862,1.2341708,0,0,0,0,0,1.1131115,0.46767235,0.64543915,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,87.11416699049222,-42.6975983435462,352.9122854900012,16.991363616609192,False,False,0,False,False,False,False,False,False,False,False,0.00034170193,3.5180292e-08,0.99964935,,,,,,,,,,,,,,,,,,,,,,,0.006914968510831445
1636148068921376768,Gaia DR3 2814893876144872832,2814893876144872832,241767621,2016.0,346.68090454200444,0.30250475,12.768906483208337,0.29031017,0.7254911354266147,0.3462891,2.0950446,1.5979568,1.589341272452466,0.3987905,0.16571067161672445,0.34996212,0.2350275,0.25321218,-0.31397292,-0.11280721,0.066472314,-0.07812977,0.13145511,-0.18261085,-0.17447543,0.27168941,177,0,175,2,-1.1252251,156.64142,0.0,0.0,31,False,1.4730685,,,,,,,,20,13,0.60320634,25,8,0,0.09237874,66.96163,1,0,0.9376812,0.10278217,0.16945197,0.10994741,0.7547469,-86.1894,-28.307981,56.21404,22.790474,False,216,309.2922892268026,1.2195053,253.62111,19.461445,22,122.00107097600997,10.4147215,11.714291,20.122633,24,230.27967564484644,6.5543633,35.133797,18.842257,1.1389898,0,2,0,3,0,1.2803764,0.6611881,0.6191883,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,87.09657271820738,-42.70023880731757,352.8993142649551,16.986860051744117,False,False,0,False,False,False,False,False,False,False,False,0.00018303649,1.7408562e-08,0.99980783,,,,,,,,,,,,,,,,,,,,,,,0.007021170403125501
1636148068921376768,Gaia DR3 2814893841785161216,2814893841785161216,544809876,2016.0,346.6943480825621,0.6408281,12.769784830856567,0.6705274,-0.6139410266466352,0.9255854,-0.6633002,3.1972613,3.149450448222036,1.3356415,0.5508559507149366,0.7872898,0.1361071,-0.029444965,0.11582119,-0.053563647,0.22510517,-0.23025191,0.2920707,-0.6178637,-0.2022632,0.23234412,142,0,142,0,0.38209003,153.08908,1.5820774,0.8143331,31,False,1.4717537,,,,,,,,16,11,1.9243187,18,4,0,0.08348651,68.8093,0,0,1.0207207,0.032315005,0.19589424,0.041515425,0.71778893,-130.87398,-29.33573,-38.048008,24.2675,False,157,143.31328180309234,1.1575949,123.80262,20.29665,16,65.85013749100081,13.510582,4.8739676,20.79215,15,89.34371743141004,7.086395,12.607781,19.870235,1.0828993,0,0,0,0,0,0.92191505,0.49550056,0.4264145,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,87.11229379793404,-42.706499702152726,352.91222190973747,16.982356647600376,False,False,0,False,False,False,False,False,False,False,False,0.004699417,8.365614e-11,0.99529696,,,,,,,,,,,,,,,,,,,,,,,0.007083135961871267
1636148068921376768,Gaia DR3 2814893837489835904,2814893837489835904,391603381,2016.0,346.6904279064977,1.4496632,12.765366168048184,0.89540076,1.1142303577316743,1.756409,0.63437974,1.8474703,1.835505290232539,1.261196,-0.20992104489682056,1.3174429,0.030102625,0.7687514,-0.3630675,-0.46698222,-0.04992803,-0.043232102,0.25044444,-0.31753844,-0.4850533,0.44074866,92,0,92,0,-1.0150385,81.74637,0.0,0.0,31,False,1.5543745,,,,,,,,11,10,2.4544196,11,2,0,0.21239014,66.71523,0,0,0.9203163,0.31172803,0.11217991,0.28968158,0.77694404,-78.993256,-22.498718,55.5058,22.885307,False,91,102.33136240543963,1.1904293,85.96173,20.662346,10,39.89849776651474,8.529981,4.677443,21.336151,8,80.44066367847331,7.171223,11.217147,19.984207,1.1759753,0,0,0,0,0,1.351944,0.67380524,0.67813873,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,87.1046834741158,-42.708193293889636,352.90669649196036,16.97986351677604,False,False,0,False,False,False,False,False,False,False,False,0.002263298,2.625531e-06,0.9977326,,,,,,,,,,,,,,,,,,,,,,,0.007163490612563322
1636148068921376768,Gaia DR3 2814893871853154944,2814893871853154944,1717640799,2016.0,346.67997993275054,1.343898,12.769402456101362,1.6029546,,,,,,,,,0.16472267,,,,,,,,,,53,0,53,0,1.1118022,58.97021,2.5414445,0.892815,3,False,,,,,,,,,6,6,5.3254366,6,2,1,0.082178265,104.872444,0,0,,0.2063216,0.04733193,0.2920545,0.98705554,-23.705505,53.744247,32.823765,22.06628,False,53,100.09198505833983,2.0902927,47.884193,20.686369,6,40.024820704745075,13.068775,3.06263,21.332718,6,95.52279289524627,16.869408,5.6624866,19.797628,1.3542304,0,0,0,0,0,1.5350895,0.64634895,0.88874054,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,87.0958960788383,-42.69933778181856,352.8986619590311,16.987678553344896,False,False,0,False,False,False,False,False,False,False,False,0.0010825713,4.3922013e-05,0.99814785,,,,,,,,,,,,,,,,,,,,,,,0.007670748836707378
1636148068921376768,Gaia DR3 2814893871849576960,2814893871849576960,646316956,2016.0,346.67915579565533,0.6627097,12.771504272786597,0.62296265,1.1598764422528731,0.82039154,1.4138085,1.7918448,-1.037678640549441,0.9157062,-1.4607980212493956,0.89889187,0.09114113,0.28350058,-0.25778165,-0.045364052,0.027531236,0.069887675,0.16442676,-0.14105237,-0.4048092,0.11278204,143,0,143,0,-0.9412771,132.06337,0.0,0.0,31,False,1.5635858,,,,,,,,16,12,1.3567575,17,5,0,0.031240037,82.327576,0,0,0.9415118,0.15211605,0.1428153,0.17456825,0.80768895,-123.67221,-15.953888,56.033913,22.17451,False,149,135.2947776599163,1.1759094,115.05544,20.359165,16,77.65018057987723,7.5540433,10.279287,20.613186,15,105.90898786791199,8.880001,11.926686,19.685564,1.3567351,0,1,0,0,0,0.92762184,0.2540207,0.67360115,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,87.09649955946607,-42.697131667736926,352.89878294657825,16.98992583179323,True,False,0,False,False,False,False,False,False,False,False,0.5627969,2.4138819e-05,0.43717673,,,,,,,,,,,,,,,,,,,,,,,0.008066198984943772
1636148068921376768,Gaia DR3 2814893803130096896,2814893803130096896,1697241320,2016.0,346.6875163180513,1.4137324,12.763823281835823,1.9747155,-3.4193875946503174,2.1815407,-1.5674187,4.475148,4.469286448743302,2.4942102,0.22897286444077797,1.9893035,0.2069787,0.20660533,0.12986983,0.018846061,0.655117,-0.3650453,0.5213233,-0.43444943,0.45269293,0.004547747,81,0,80,1,2.580412,112.46272,4.2077556,2.3914173,95,False,,1.8322337,0.46502447,0.03194614,0.32237425,0.028761143,-0.030105643,-0.01507404,9,9,3.6942751,9,2,0,0.15891606,73.16988,0,0,1.2146297,0.2468233,0.17213437,0.23777007,0.7464406,3.5380306,-31.23405,26.153107,23.593039,False,80,99.65409556776662,1.4119371,70.5797,20.69113,7,64.22296842672655,11.445613,5.6111426,20.819317,8,58.723312594392766,9.946824,5.9037247,20.325869,1.2337303,0,0,0,0,0,0.49344826,0.12818718,0.36526108,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,87.10029501696957,-42.70798073910132,352.9033285620876,16.97960194277108,False,False,0,False,False,False,False,False,False,False,False,0.009056776,2.4298046e-08,0.9909402,,,,,,,,,,,,,,,,,,,,,,,0.008077302871930423
1636148068921376768,Gaia DR3 2814893841785126144,2814893841785126144,1407511677,2016.0,346.69581525943727,0.5470338,12.772743052284456,0.5120684,1.0395776860045358,0.6134904,1.6945297,2.287097,2.193754355171657,0.7128654,-0.6467259111972496,0.62733334,0.21319744,0.27869806,-0.37733504,-0.09787837,0.041921694,-0.03144106,0.18890099,-0.1902358,-0.14073396,0.3097725,179,0,178,1,-2.3681438,143.97536,0.0,0.0,95,False,,1.2524966,0.16567601,-0.015103257,0.11811616,-0.008456821,-0.027127063,-0.028286356,20,13,1.0965263,24,8,0,0.03799941,78.98597,0,0,0.8732222,0.17281598,0.16550888,0.21182989,0.76679283,-90.30275,-12.787553,-59.405605,21.418152,False,210,151.82997670183627,0.9395953,161.59082,20.233973,19,83.46884647538513,9.9225,8.412079,20.53473,20,96.618769231633,8.105475,11.920185,19.785242,1.1861137,0,0,0,0,0,0.74948883,0.30075836,0.44873047,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,87.11608990319793,-42.704762795640704,352.91484195123604,16.984482572804254,False,False,0,False,False,False,False,False,False,False,False,0.041042004,1.7914352e-05,0.9589308,,,,,,,,,,,,,,,,,,,,,,,0.008234052336521726
1636148068921376768,Gaia DR3 2814893906209319168,2814893906209319168,561591605,2016.0,346.67980773545804,0.09450212,12.776139465371513,0.08698546,-0.02399994723135694,0.11036404,-0.21746165,1.7848732,1.7809261169138864,0.12134633,0.11863654861483788,0.10232625,0.16761442,0.2639269,-0.21804394,-0.14044125,0.01870661,-0.10582506,0.08963903,-0.17451493,-0.24064776,0.16522463,177,0,177,0,0.10170045,180.35056,0.0,0.0,31,True,1.537442,,,,,,,,20,13,0.17594,25,8,0,0.060757723,68.372536,1,0,1.0035474,0.121638134,0.16578029,0.12689263,0.7580115,-78.00943,-30.31296,53.66597,22.756138,False,219,1687.8003272998017,2.1509058,784.6928,17.619064,25,881.8285346638547,12.938123,68.15738,17.975082,24,1151.9913694625643,10.116747,113.86974,17.094273,1.2050122,0,1,0,1,0,0.8808098,0.35601807,0.5247917,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,87.10060014467813,-42.693553088216014,352.9013525873122,16.993907052773324,False,False,0,False,False,False,False,False,True,True,False,2.44751e-10,5.168833e-13,0.999975,5479.7646,5464.924,5500.7964,4.6533,4.6201,4.6848,-3.6601,-3.8788,-3.3612,2077.976,1987.1052,2179.7063,0.0094,0.0025,0.0253,0.0078,0.0021,0.0211,0.0043,0.0011,0.0117,MARCS,0.008546255869640045
1636148068921376768,Gaia DR3 2814893807425038208,2814893807425038208,575483684,2016.0,346.68271894226444,1.3146857,12.764471568070599,1.5987701,0.2983557562011974,1.5443801,0.19318804,0.9251427,0.9167503354044906,1.3700114,0.12432969943130197,1.5504838,0.58021384,0.47604072,-0.14476578,0.20793596,0.33910438,0.012482176,0.5185346,0.011853185,0.28464437,0.4117114,88,0,87,1,1.3800843,112.122696,1.7884222,0.52009535,31,False,1.5705127,,,,,,,,10,10,2.586465,11,3,0,0.05718946,108.92966,0,0,1.1054736,0.31109348,0.3764707,0.19653945,0.69627565,-40.583416,-50.57134,48.930534,25.050774,False,93,95.63395860167493,1.3170469,72.61242,20.735836,9,56.943434483596974,12.408173,4.5891876,20.949934,8,72.48662890094401,10.433003,6.9478197,20.09725,1.3533902,0,0,0,0,0,0.852684,0.21409798,0.63858604,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,87.09538395866964,-42.704933121215106,352.8991293836308,16.982088417213227,False,False,0,False,False,False,False,False,False,False,False,0.39291477,1.6752185e-06,0.60708344,,,,,,,,,,,,,,,,,,,,,,,0.008727674030144248
1636148068921376768,Gaia DR3 2814893803132962688,2814893803132962688,1350230637,2016.0,346.68459361028823,0.22754864,12.763613888655197,0.19823723,-0.12768725840141582,0.26118523,-0.48887625,1.8972852,1.8805717272446847,0.31859997,0.2512790243222874,0.23918553,0.12298179,0.10499124,-0.09152458,-0.117250875,0.0366739,-0.13206686,0.14175111,-0.25793195,-0.1624865,0.11583197,177,0,176,1,1.1354878,201.37778,0.7204387,1.4549139,31,False,1.5862056,,,,,,,,20,14,0.4489804,24,7,0,0.08572288,72.53194,0,0,1.0600361,0.07028312,0.2281569,0.12838762,0.7245212,-126.81228,-12.641905,-48.115387,23.401505,False,210,542.6975034101721,1.4474663,374.9293,18.850973,24,303.1388809353215,8.931867,33.93903,19.134438,23,318.7720731441964,10.5963335,30.083242,18.489195,1.1459625,0,1,0,0,0,0.6452427,0.28346443,0.36177826,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,87.09686360563876,-42.706634943109854,352.90051455321594,16.980564141956012,False,False,0,False,False,False,False,False,True,False,False,3.486389e-06,1.4874694e-12,0.9999321,6174.37,6139.3335,6210.5957,4.6968,4.6882,4.7031,-2.2389,-2.7016,-2.132,4952.709,4854.3677,5059.7295,0.0036,0.0008,0.0107,0.0031,0.0007,0.0092,0.0017,0.0004,0.0051,MARCS,0.008731554502629609
1636148068921376768,Gaia DR3 2814893841784811136,2814893841784811136,1213873399,2016.0,346.6943265621778,2.5633059,12.766180558428596,3.3779101,,,,,,,,,0.3813584,,,,,,,,,,54,0,54,0,2.3339942,75.03811,5.926313,2.568785,3,False,,,,,,,,,6,6,5.9170594,6,2,0,0.054216206,73.486916,0,0,,0.4089108,0.32157254,0.39956123,0.62745696,-113.39324,-44.8407,-49.530888,24.247663,False,52,85.57960909550116,1.5208406,56.27125,20.856441,4,47.202117308316836,14.497428,3.255896,21.153639,3,47.397746698380764,20.00773,2.3689716,20.558502,1.1054019,0,0,0,0,0,0.59513664,0.29719734,0.2979393,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,87.1096500239396,-42.7095356777601,352.91067653353184,16.979069288708917,False,False,0,False,False,False,False,False,False,False,False,0.0011719351,4.0262144e-05,0.99815524,,,,,,,,,,,,,,,,,,,,,,,0.008838903704636487
1636148068921376768,Gaia DR3 2814893803130236928,2814893803130236928,1568094380,2016.0,346.6862975721594,2.6705909,12.763074959127513,2.007243,,,,,,,,,0.5056826,,,,,,,,,,53,0,53,0,0.09870812,48.301098,0.0,0.0,3,False,,,,,,,,,6,6,5.47509,6,3,1,0.29290035,65.404045,1,0,,0.57863975,0.15844382,0.30776832,0.8785626,-179.26117,-25.988663,-37.485603,21.410097,False,52,93.52515696538016,2.0910635,44.72612,20.760046,5,68.33705870133706,29.126305,2.3462317,20.751902,6,48.68438969627884,8.911812,5.462906,20.52942,1.2512296,0,0,0,0,0,0.22248077,-0.008144379,0.23062515,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,87.09838356547962,-42.70797834643836,352.9018754226272,16.979398723680248,False,False,0,False,False,False,False,False,False,False,False,0.0040417095,5.6328998e-05,0.99563515,,,,,,,,,,,,,,,,,,,,,,,0.008892274989774875
1636148068921376768,Gaia DR3 2814893837489839744,2814893837489839744,12130895,2016.0,346.69624128046496,0.4726464,12.774159853061516,0.43279776,0.2911875339537131,0.5419986,0.5372477,1.1867085,0.4887672979677121,0.62427145,1.081380314856278,0.5215659,0.17260927,0.2649485,-0.31110406,-0.08827519,0.017174216,-0.043279324,0.17810015,-0.20977233,-0.16794947,0.22175585,179,0,178,1,1.7530553,218.67767,1.6638294,2.2336347,31,False,1.4811677,,,,,,,,20,13,0.9208871,26,8,0,0.05121426,68.31734,0,0,1.0937243,0.16646852,0.16083269,0.20199642,0.76763004,-89.235466,-14.536094,-59.561466,21.500408,False,228,208.64955300298467,1.0184634,204.86702,19.888823,24,110.02303111369324,8.135098,13.524487,20.234833,24,134.47347990277794,8.080622,16.641478,19.426304,1.1718047,0,0,0,0,0,0.8085289,0.3460102,0.4625187,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,87.11759748066662,-42.70378679219567,352.91583881641486,16.98560996236317,False,False,0,False,False,False,False,False,False,False,False,0.2649449,1.0225224e-10,0.73504627,,,,,,,,,,,,,,,,,,,,,,,0.008897990232945654
1636148068921376768,Gaia DR3 2814893841785196032,2814893841785196032,748779128,2016.0,346.69560281681606,1.0304191,12.767867852748415,3.2525964,,,,,,,,,-0.14052513,,,,,,,,,,72,0,71,1,-1.0043218,54.531483,0.0,0.0,3,False,,,,,,,,,8,7,8.573742,8,3,0,0.066853866,6.3241334,0,0,,0.42751616,0.22889535,0.46747866,0.78162926,43.697407,-44.674706,11.5545435,25.832253,False,71,105.82992978966885,1.2442553,85.05484,20.625845,7,40.35293863556734,9.05979,4.45407,21.323854,5,56.61227007950487,13.1022,4.320822,20.36562,0.91623616,0,0,0,0,0,0.9582348,0.6980095,0.2602253,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,87.11230848922362,-42.70877393628578,352.91258065006343,16.98010841713507,False,False,0,False,False,False,False,False,False,False,False,0.041026782,0.0,0.9552358,,,,,,,,,,,,,,,,,,,,,,,0.008944116364263404
1636148068921376768,Gaia DR3 2814893906209321216,2814893906209321216,1183272699,2016.0,346.68972300300294,1.4461253,12.780738408415143,0.7605816,-1.163425368885803,1.699275,-0.68465984,0.31406826,-0.06870807846309811,1.1071308,0.3064605379849086,0.95652366,-0.04103251,0.8066009,-0.3270867,-0.36372587,-0.07974774,-0.04681002,0.22776718,-0.28559962,-0.36915773,0.2746925,115,0,115,0,-1.4636848,94.285126,0.0,0.0,95,False,,1.5333091,0.3265625,-0.21568121,0.17011419,-0.3140204,0.0031637049,0.015202403,13,11,2.0564387,13,4,0,0.06559694,82.4058,0,0,0.89956945,0.35651848,0.27146178,0.3646307,0.83533984,-60.60009,13.6591625,51.776962,20.573936,False,113,109.50414319975125,1.2032268,91.008736,20.58879,13,64.57272372440066,11.249357,5.7401257,20.81342,11,98.09413594424116,14.708224,6.669339,19.768787,1.4854859,0,0,0,0,0,1.044632,0.22462845,0.8200035,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,87.1150646935264,-42.69483010400393,352.912544957442,16.994198555828508,False,False,0,False,False,False,False,False,False,False,False,0.22256774,3.865435e-05,0.777389,,,,,,,,,,,,,,,,,,,,,,,0.009120115904547215
1636148068921376768,Gaia DR3 2814893837489975424,2814893837489975424,1220058397,2016.0,346.69288505106147,0.34779212,12.763914707557674,0.31308445,0.7502535831061731,0.39059383,1.9208025,2.236595,2.230818334359372,0.43569696,-0.1606420877028247,0.37203765,0.18656605,0.21453598,-0.3310868,-0.10766933,0.08750352,-0.07272273,0.13778643,-0.16516064,-0.15061723,0.23885266,172,0,172,0,-0.78445256,161.28787,0.0,0.0,31,True,1.5877229,,,,,,,,20,13,0.65049714,26,8,0,0.09601099,67.883995,0,0,0.95541865,0.08638016,0.1810286,0.1113276,0.757444,-107.54464,-15.013117,-59.1019,22.480835,False,224,269.63614721592324,1.4294515,188.6291,19.610422,25,156.31536013447013,7.0025325,22.32269,19.853539,22,153.7806678524557,8.779212,17.516455,19.280642,1.1500536,0,1,0,1,0,0.57289696,0.24311638,0.32978058,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,87.10638548737212,-42.71070037352843,352.908373494216,16.97756633581968,False,False,0,False,False,False,False,False,False,False,False,0.01639898,1.0732622e-10,0.98357713,,,,,,,,,,,,,,,,,,,,,,,0.009602478315536378
