X_t,Y_t,pm_alpha,pm_delta
0.0008669220136366816,4.168885537692208e-05,1.1321135081477767,0.3568004204081546
0.0008661017328937926,0.0009097926102202682,,
0.0015309704535816622,0.0014149232676180965,,
-0.001656107826181087,-0.001376157808644058,4.037384686669473,1.3225675519200135
0.0020379202650982185,0.000886162989612896,1.5037721771121246,0.1333471151166543
0.002221612041001881,0.0012095624121163514,,
-0.002771650949969539,-0.0008176696809782086,1.4195962146639478,-0.0356103740835057
0.0004934482074009639,-0.0031946047626900628,1.6474898800190911,0.3275217043403065
0.002204316591786296,0.0024147538139994546,1.5501855728511535,0.3378727693443074
0.001311330199229694,-0.0030012737195801295,1.9120501320724932,0.1175475411654621
-0.0023145815629372945,-0.002414261037795284,,
0.0035356916385183273,0.0006888900634126688,1.7628986040313328,-0.1796490043139884
-0.00020049595511450064,0.0036838368343241304,-1.365463851191388,1.117427170166081
-0.0009254945489954292,0.003677018530311528,1.033994573157955,0.52168324747888
0.004106807058275696,-0.0003436790297421016,1.0018433171583307,0.1367729259618216
0.004474905628431297,-0.0002413539327652973,,
0.003349145239623306,-0.003033351954022187,2.68859746366504,-0.0106444855392202
0.004580335923864818,1.833417965865827e-05,3.5134405732062253,1.2062850315483704
0.002469943239284409,-0.003942616096376387,1.4107685696677736,2.5131746376055104
8.545038173819663e-05,-0.004764312423341128,,
0.004535940026301352,-0.0015783726707190985,2.009468115825753,0.4264086636271856
0.0047369070954178544,0.0012476522562309621,2.332093166289764,-1.3393649060446706
0.005078786533199989,0.0008414061773601972,1.4756975674818267,0.1785256682770351
-0.0003768669700584417,-0.005171331113830223,,
0.003705519168497651,-0.0038829483578688697,2.1422279816546905,1.0112176280523495
-0.001840107178380802,0.0051628290647819245,,
-0.005258679872495533,-0.00243348974153693,2.064451785596617,0.3445768228938841
0.0052741333517555425,-0.003049803431387097,,
-0.0001465304149641807,0.006351539934685803,1.1680616803327593,-0.7080818554143233
-0.005691518515992072,0.003166779227822632,2.240897574057895,-0.8685077661663133
0.006427947562215357,-0.0011143164237783602,1.1642523398293192,0.0091747811043852
-0.0031698769712242276,-0.0061456219808686645,1.2942573342365578,-0.569751910516336
0.006351000983263904,0.00299359656217826,1.5568545452787483,0.1657106716167244
-0.006759918063529588,0.002115259523005995,3.0845168639935974,0.5508559507149366
-0.0029367354310141764,0.006533849003579911,1.7992827608644186,-0.2099210448968205
0.007252733453723895,0.0024976479332995505,,
0.008056479653424794,0.00039585560469013924,-1.015922428712022,-1.4607980212493956
-9.718580032214276e-05,0.008076718182850648,4.382445863830402,0.2289728644407779
-0.00819079388666934,-0.0008429195638549946,2.147204377849505,-0.6467259111972496
0.007420670235663008,-0.004239356406731762,1.7418865670985593,0.1186365486148378
0.004581492839418273,0.007428473427069318,0.8988206172592128,0.1243296994313019
0.0027532080434674606,0.008286126329884055,1.8441084381090265,0.2512790243222874
-0.006738930167848894,0.005719531365701559,,
0.0010914057639150679,0.008825043227189635,,
-0.008606274261961677,-0.0022597065188547003,0.47825361005075545,1.081380314856278
-0.007983607562621956,0.004032273295431566,,
-0.0022492727419399336,-0.008838398400445093,-0.06713542464661791,0.3064605379849086
-0.0053330850928076535,0.00798534866973588,2.187432342258303,-0.1606420877028247
0.0037709433124364536,0.008853903577874052,2.0943999424297415,0.5634270847915757
0.00026611009058775926,-0.009756804868635812,1.953287085914326,0.1044603465049064
0.006331897816058974,-0.007631214306342333,1.588955645109247,0.6415278252845616
0.0040579019107637344,-0.009586568584540166,-3.8809864745112237,-9.090330943398175
-0.004665728796827029,0.009463311850503683,-13.38011083334283,-14.724664860932704
0.007440881803339319,-0.007906302428449037,1.5775407096534115,0.0687858573300796
-0.010904272876031249,0.0009394374725967377,2.367603653201124,0.0421043271235785
0.01104026310880171,-0.0006992785073314953,,
-0.0024917598108525,0.010970446119031313,1.7334946309234436,0.2603231174612122
-0.008023266821611315,0.008027960256273862,0.4735014828682361,0.3696373291189118
0.010641804056218219,-0.005180313880240259,,
0.011391052640785031,-0.0032166257634654327,2.6838386251992556,0.8336630390543506
-0.0003192463410990715,-0.011933368047786415,-3.471834358818247,-2.924982675820328
0.004705490877189805,0.011884354266364132,2.031844464582969,0.4259501082240747
0.013496867213845963,-0.0028323422627187403,2.70458405587456,-0.4340663860481843
0.013675998346539058,0.0026280797106044557,2.1005401213255888,0.9507188621850888
-0.011400113310683621,-0.008183966918474662,1.6100540937013539,0.0344457280259867
-0.014381883234227916,-6.832276873385065e-05,1.6076535905564018,0.0995794782411279
0.009764513017850545,-0.01093435838596197,2.275622442781807,0.2236655921622609
